"Date","Site.Name","COUNTY","mean_lat","mean_long","Year","Month","PM2.5","Ozone"
2018-01-03,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,18,NA
2018-01-03,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,68,NA
2018-01-03,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,58,NA
2018-01-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,59,21
2018-01-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,55,NA
2018-01-03,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,23,NA
2018-01-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,60,NA
2018-01-03,"Millbrook School","Wake",35.856111,-78.574167,2018,1,61,30
2018-01-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,34,NA
2018-01-03,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,47,NA
2018-01-04,"Bryson City","Swain",35.434767,-83.442133,2018,1,28,NA
2018-01-04,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,19,NA
2018-01-04,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,42,NA
2018-01-04,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,40,NA
2018-01-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,39,30
2018-01-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,35,NA
2018-01-04,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,23,NA
2018-01-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,25,NA
2018-01-04,"Millbrook School","Wake",35.856111,-78.574167,2018,1,39,32
2018-01-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,25,NA
2018-01-04,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,30,NA
2018-01-05,"Bryson City","Swain",35.434767,-83.442133,2018,1,30,NA
2018-01-05,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,15,NA
2018-01-05,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,37,NA
2018-01-05,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,32.5,NA
2018-01-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,13,NA
2018-01-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,32,30
2018-01-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,27,NA
2018-01-05,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,9,NA
2018-01-05,"Linville Falls","Avery",35.972347,-81.933072,2018,1,15,NA
2018-01-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,23,NA
2018-01-05,"Millbrook School","Wake",35.856111,-78.574167,2018,1,32,33
2018-01-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,21,NA
2018-01-05,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,32,NA
2018-01-06,"Bryson City","Swain",35.434767,-83.442133,2018,1,35,NA
2018-01-06,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,21,NA
2018-01-06,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,35,NA
2018-01-06,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,32,NA
2018-01-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,40,31
2018-01-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,22,NA
2018-01-06,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,8,NA
2018-01-06,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,23,NA
2018-01-06,"Millbrook School","Wake",35.856111,-78.574167,2018,1,33,33
2018-01-06,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,17,NA
2018-01-06,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,29,NA
2018-01-07,"Bryson City","Swain",35.434767,-83.442133,2018,1,54,NA
2018-01-07,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,9,NA
2018-01-07,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,49,NA
2018-01-07,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,39,NA
2018-01-07,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,47,31
2018-01-07,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,28,NA
2018-01-07,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,15,NA
2018-01-07,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,38,NA
2018-01-07,"Millbrook School","Wake",35.856111,-78.574167,2018,1,48,34
2018-01-07,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,18,NA
2018-01-07,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,27,NA
2018-01-08,"Bryson City","Swain",35.434767,-83.442133,2018,1,71,NA
2018-01-08,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,11,NA
2018-01-08,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,52,NA
2018-01-08,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,34.5,NA
2018-01-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,3,NA
2018-01-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,53,16
2018-01-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,40,NA
2018-01-08,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,40,NA
2018-01-08,"Linville Falls","Avery",35.972347,-81.933072,2018,1,22,NA
2018-01-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,44,NA
2018-01-08,"Millbrook School","Wake",35.856111,-78.574167,2018,1,42.5,27
2018-01-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,31,NA
2018-01-08,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,38,NA
2018-01-09,"Bryson City","Swain",35.434767,-83.442133,2018,1,78,NA
2018-01-09,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,20,NA
2018-01-09,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,60,NA
2018-01-09,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,49,NA
2018-01-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,53,28
2018-01-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,54,NA
2018-01-09,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,19,NA
2018-01-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,43,NA
2018-01-09,"Millbrook School","Wake",35.856111,-78.574167,2018,1,35,30
2018-01-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,31,NA
2018-01-09,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,43,NA
2018-01-10,"Bryson City","Swain",35.434767,-83.442133,2018,1,56,NA
2018-01-10,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,14,NA
2018-01-10,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,39,NA
2018-01-10,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,39,NA
2018-01-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,38,31
2018-01-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,32,NA
2018-01-10,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,35,NA
2018-01-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,29,NA
2018-01-10,"Millbrook School","Wake",35.856111,-78.574167,2018,1,22,33
2018-01-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,37,NA
2018-01-10,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,35,NA
2018-01-11,"Bryson City","Swain",35.434767,-83.442133,2018,1,17,NA
2018-01-11,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,12,NA
2018-01-11,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,59,NA
2018-01-11,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,43.5,NA
2018-01-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,0,NA
2018-01-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,35,26
2018-01-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,48.5,NA
2018-01-11,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,34,NA
2018-01-11,"Linville Falls","Avery",35.972347,-81.933072,2018,1,3,NA
2018-01-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,55,NA
2018-01-11,"Millbrook School","Wake",35.856111,-78.574167,2018,1,23,26
2018-01-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,27.5,NA
2018-01-11,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,41,NA
2018-01-12,"Bryson City","Swain",35.434767,-83.442133,2018,1,10,NA
2018-01-12,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,0,NA
2018-01-12,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,23,NA
2018-01-12,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,5,NA
2018-01-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,20,33
2018-01-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,23,NA
2018-01-12,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,8,NA
2018-01-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,15,NA
2018-01-12,"Millbrook School","Wake",35.856111,-78.574167,2018,1,0,35
2018-01-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,12,NA
2018-01-12,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,13,NA
2018-01-13,"Bryson City","Swain",35.434767,-83.442133,2018,1,18,NA
2018-01-13,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,10,NA
2018-01-13,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,10,NA
2018-01-13,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,20,NA
2018-01-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,15,32
2018-01-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,10,NA
2018-01-13,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,0,NA
2018-01-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,12,NA
2018-01-13,"Millbrook School","Wake",35.856111,-78.574167,2018,1,24,32
2018-01-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,3,NA
2018-01-13,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,8,NA
2018-01-14,"Bryson City","Swain",35.434767,-83.442133,2018,1,28,NA
2018-01-14,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,10,NA
2018-01-14,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,25,NA
2018-01-14,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,20,NA
2018-01-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,6,NA
2018-01-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,26.5,31
2018-01-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,20.3333333333333,NA
2018-01-14,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,10,NA
2018-01-14,"Linville Falls","Avery",35.972347,-81.933072,2018,1,10,NA
2018-01-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,22,NA
2018-01-14,"Millbrook School","Wake",35.856111,-78.574167,2018,1,19.5,NA
2018-01-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,15.5,NA
2018-01-14,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,15,NA
2018-01-15,"Bryson City","Swain",35.434767,-83.442133,2018,1,43,NA
2018-01-15,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,21,NA
2018-01-15,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,30,NA
2018-01-15,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,44,NA
2018-01-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,43,27
2018-01-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,30,NA
2018-01-15,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,24,NA
2018-01-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,40,NA
2018-01-15,"Millbrook School","Wake",35.856111,-78.574167,2018,1,35,NA
2018-01-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,30,NA
2018-01-15,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,35,NA
2018-01-16,"Bryson City","Swain",35.434767,-83.442133,2018,1,52,NA
2018-01-16,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,20,NA
2018-01-16,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,69,NA
2018-01-16,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,60,NA
2018-01-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,61,28
2018-01-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,68,NA
2018-01-16,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,29,NA
2018-01-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,70,NA
2018-01-16,"Millbrook School","Wake",35.856111,-78.574167,2018,1,58,24
2018-01-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,37,NA
2018-01-16,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,53,NA
2018-01-17,"Bryson City","Swain",35.434767,-83.442133,2018,1,37,NA
2018-01-17,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,24,NA
2018-01-17,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,55,NA
2018-01-17,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,54.5,NA
2018-01-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,15,NA
2018-01-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,40.5,28
2018-01-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,47.5,NA
2018-01-17,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,38,NA
2018-01-17,"Linville Falls","Avery",35.972347,-81.933072,2018,1,19,NA
2018-01-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,51,NA
2018-01-17,"Millbrook School","Wake",35.856111,-78.574167,2018,1,56,29
2018-01-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,48.5,NA
2018-01-17,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,66,NA
2018-01-18,"Bryson City","Swain",35.434767,-83.442133,2018,1,48,NA
2018-01-18,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,30,NA
2018-01-18,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,40,NA
2018-01-18,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,45,NA
2018-01-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,40,31
2018-01-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,35,NA
2018-01-18,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,31,NA
2018-01-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,34,NA
2018-01-18,"Millbrook School","Wake",35.856111,-78.574167,2018,1,54,35
2018-01-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,38,NA
2018-01-18,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,50,NA
2018-01-19,"Bryson City","Swain",35.434767,-83.442133,2018,1,52,NA
2018-01-19,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,54,NA
2018-01-19,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,57,NA
2018-01-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,49,22
2018-01-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,43,NA
2018-01-19,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,25,NA
2018-01-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,37,NA
2018-01-19,"Millbrook School","Wake",35.856111,-78.574167,2018,1,55,32
2018-01-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,34,NA
2018-01-19,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,42,NA
2018-01-20,"Bryson City","Swain",35.434767,-83.442133,2018,1,51,NA
2018-01-20,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,21,NA
2018-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,63,NA
2018-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,45,NA
2018-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,6,NA
2018-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,43,32
2018-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,36,NA
2018-01-20,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,28,NA
2018-01-20,"Linville Falls","Avery",35.972347,-81.933072,2018,1,8,NA
2018-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,38,NA
2018-01-20,"Millbrook School","Wake",35.856111,-78.574167,2018,1,50,35
2018-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,41,NA
2018-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,40,NA
2018-01-21,"Bryson City","Swain",35.434767,-83.442133,2018,1,50,NA
2018-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,48,NA
2018-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,44,NA
2018-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,53,36
2018-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,49,NA
2018-01-21,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,22,NA
2018-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,34,NA
2018-01-21,"Millbrook School","Wake",35.856111,-78.574167,2018,1,51,34
2018-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,35,NA
2018-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,43,NA
2018-01-22,"Bryson City","Swain",35.434767,-83.442133,2018,1,48,NA
2018-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,25,NA
2018-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,58,NA
2018-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,59,NA
2018-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,57,37
2018-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,52,NA
2018-01-22,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,40,NA
2018-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,51,NA
2018-01-22,"Millbrook School","Wake",35.856111,-78.574167,2018,1,59,32
2018-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,39,NA
2018-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,57,NA
2018-01-23,"Bryson City","Swain",35.434767,-83.442133,2018,1,17,NA
2018-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,8,NA
2018-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,25,NA
2018-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,18.5,NA
2018-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,11,NA
2018-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,15.5,36
2018-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,20,NA
2018-01-23,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,13,NA
2018-01-23,"Linville Falls","Avery",35.972347,-81.933072,2018,1,10,NA
2018-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,19,NA
2018-01-23,"Millbrook School","Wake",35.856111,-78.574167,2018,1,20.5,37
2018-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,16,NA
2018-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,15,NA
2018-01-24,"Bryson City","Swain",35.434767,-83.442133,2018,1,18,NA
2018-01-24,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,7,NA
2018-01-24,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,16,NA
2018-01-24,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,26,NA
2018-01-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,22,28
2018-01-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,15,NA
2018-01-24,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,3,NA
2018-01-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,13,NA
2018-01-24,"Millbrook School","Wake",35.856111,-78.574167,2018,1,20,31
2018-01-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,9,NA
2018-01-24,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,15,NA
2018-01-25,"Bryson City","Swain",35.434767,-83.442133,2018,1,26,NA
2018-01-25,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,13,NA
2018-01-25,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,34,NA
2018-01-25,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,43,NA
2018-01-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,30,31
2018-01-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,34,NA
2018-01-25,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,8,NA
2018-01-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,27,NA
2018-01-25,"Millbrook School","Wake",35.856111,-78.574167,2018,1,35,31
2018-01-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,13,NA
2018-01-25,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,25,NA
2018-01-26,"Bryson City","Swain",35.434767,-83.442133,2018,1,52,NA
2018-01-26,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,6,NA
2018-01-26,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,58,NA
2018-01-26,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,46,NA
2018-01-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,2018,1,8,NA
2018-01-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,46,34
2018-01-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,57.6666666666667,NA
2018-01-26,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,16,NA
2018-01-26,"Linville Falls","Avery",35.972347,-81.933072,2018,1,18,NA
2018-01-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,56,NA
2018-01-26,"Millbrook School","Wake",35.856111,-78.574167,2018,1,47.5,28
2018-01-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,21,NA
2018-01-26,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,35,NA
2018-01-27,"Bryson City","Swain",35.434767,-83.442133,2018,1,58,NA
2018-01-27,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,3,NA
2018-01-27,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,61,NA
2018-01-27,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,42,NA
2018-01-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,49,31
2018-01-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,76,NA
2018-01-27,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,18,NA
2018-01-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,55,NA
2018-01-27,"Millbrook School","Wake",35.856111,-78.574167,2018,1,37,37
2018-01-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,26,NA
2018-01-27,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,27,NA
2018-01-28,"Bryson City","Swain",35.434767,-83.442133,2018,1,28,NA
2018-01-28,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,0,NA
2018-01-28,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,56,NA
2018-01-28,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,25,NA
2018-01-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,43,29
2018-01-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,46,NA
2018-01-28,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,10,NA
2018-01-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,46,NA
2018-01-28,"Millbrook School","Wake",35.856111,-78.574167,2018,1,22,30
2018-01-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,11,NA
